"user_id","screen_name","name","date","tweet_text","hour","tweet_length","criticite","sentiment"
"188890999999999990824960","pharaon_alain","alain🔺🔺🔺👁🌍✨","2025-02-10 11:02:55+00:00","Merci ⁦@ENGIEpartFR⁩ ma bougies proches.chauffe 19,5 degrés.🤪🤪🤪😡 https://t.co/hmAqAN6aQi","11","88","1","Positif 😊"
"18867999999999998951424","John_S0502","El Carot","2025-02-04 15:40:33+00:00","Au revoir @ENGIEgroup, bonjour @TotalEnergies \n\nLa prochaine fois, ne passez pas ma facture de 51€ a 232€ d'un mois a l'autre sans même prévenir 😘 bande de voleur @ENGIEgroup","15","176","2","Négatif 😡"
"188659000000000001310720","pink_adder","Edmund 💉💉💉💉💉💉💉💉💉💉∞","2025-02-04 01:37:26+00:00","@ENGIEpartFR Bonjour, où sont planqués vos tarifs ? 10 minutes que je cherche partout sur votre bordel de site, les prix sont introuvables !\nChez tous les fournisseurs d'énergie les prix sont +/- cachés, mais vous gagnez la palme de la meilleure cachette, d'habitude je trouve !","1","279","1","Négatif 😡"
"18864999999999999737856","Mathild_e","mathi","2025-02-03 19:36:45+00:00","@ENGIEpartFR ma mère se retrouve avec une facture de 17 885 € (oui oui) de gaz pour le mois de janvier alors qu'elle est aux alentours de 200 euros normalement. Au standard on lui répond juste ""c'est votre conso madame"", il n'y a pas un problème ???","19","249","3","Neutre 😐"
"188541000000000002883584","larocheben","benoit laroche","2025-01-31 19:10:27+00:00","@ENGIEpartFR @MARIEPO22517791 @OuestFrance NE PAS s abonner chez ENGIE !! Aucun respect du client . Ils me réclament une facture de 5000€ génère  par erreur et infondé . Plus de 50 appels ils reconnaissent l erreur mais envoient les huissiers . Service client ZÉRO","19","264","3","Négatif 😡"
"188508000000000001048576","thepatriots67","Halil","2025-01-30 21:53:15+00:00","@ENGIEgroup @EmmanuelMacron #Gaz monsieur le président de la république, j'ai reçu cette facture de gaz pour deux mois n'est ce pas exagérer ? Aidez moi merci d'avance. https://t.co/wtzOYm7jIi","21","192","2","Négatif 😡"
"188486000000000011010048","MaudKautzmann","Maîtresse Maud","2025-01-30 07:08:39+00:00","Mais je n'ai PAS déménagé @ENGIEpartFR @ENGIEgroup. Vous avez ouvert une ligne en mon nom avec une nouveau contrat.... Fermez moi ça! Et engagez des gens compétents! Vos ""conseillers"" ne comprennent rien. \n#engie https://t.co/Yt1Na0YpmX","7","237","1","Négatif 😡"
"188453999999999985844224","Toto7957","Toto7795","2025-01-29 10:05:24+00:00","Problème de mathématiques \nFacture décembre 2023,  3 fois moins chère. Les calculs sont pas bons @ENGIEpartSAV @courbet_julien @60millions @dgccrf https://t.co/CmbFeHw050","10","171","3","Neutre 😐"
"188453999999999985844224","christophedemo1","Christophe Demoulin","2025-01-29 10:01:05+00:00","@ENGIEpartSAV Attention à la grammaire.\nMerci de nous l'avoir signalée (la faute), sauf si vous remerciez pour ""le fait d'avoir signalé une faute"".\n""La social team"" : c'est encore un massacre de la langue française !\nIl faut réapprendre à parler français. https://t.co/n2s9goAC3l","10","282","1","Négatif 😡"
"188417000000000010223616","valeriegomichon","Valérie Gomichon","2025-01-28 09:12:31+00:00","@ENGIEpartFR 68€ que vous me devez depuis début octobre on en parle? @courbet_julien il serait temps de vous pencher sur cette société !","9","136","1","Négatif 😡"
"188416000000000000000000","NoemieMont50349","Noemie Montagne","2025-01-28 08:48:46+00:00","😱[ Énergie]15 536 euros de régule + 11000 déjà payés par prélèvement mensuel = 1852 euros d’électricité par mois !! Impossible !!! À qui dois je faire appel après le médiateur qui stipule qu’il y a eu litige entre @ENGIEgroup @ENGIEpartFR et @enedis_clients @enedis https://t.co/H5Q4tMBR29","8","289","1","Négatif 😡"
"18832000000000000000000","l7ob7or","votre cuisto pref 🍜","2025-01-25 17:16:12+00:00","L’objectif c’est qu’on retourne se chauffer à la bougie ou c’est comment ? @ENGIEpartFR @EDFetMoi faut pas hésiter à me démarcher","17","129","1","Négatif 😡"
"188315000000000007602176","bot_russe","🇫🇷Le chat heureux 🇮🇱🇫🇷 🤔🤪🤪","2025-01-25 13:48:30+00:00","Dites @ENGIEgroup  c’est normal de faire pression sur les personnes âgées pour les forcer à signer un contrat chez vous ? Votre démarcheur à domicile , MR Maffaf Zoher numéro ACQ 00059677 se permet de hausser le ton pour forcer une personne vulnérable à signer, c’est une pratique normal ? une plainte va être déposé !!","13","319","1","Négatif 😡"
"188286999999999989776384","Tartine__aubrie","Tartine au Brie ( 👷🏻‍♀️ Briecollage 🔨)","2025-01-24 19:34:01+00:00","Hello @ENGIEgroup normal que vos agents doublent à un feu ROUGE, en le cramant et en ne respectant même pas la limite de vitesse ??","19","131","1","Négatif 😡"
"188275000000000001310720","folie_douce007","Folie Douce 🇫🇷","2025-01-24 11:26:32+00:00","Déménager, vouloir anticiper de résilier son abonnement énergétique et avoir comme seule réponse: ""Merci de choisir une date de résiliation plus proche""...Non mais franchement parfois un rien peut être énervant, merci @ENGIEpartFR 👏\nLa pub, c'est gratuit, ne me remerciez pas 😉","11","278","1","Négatif 😡"
"188266999999999986630656","christophedemo1","Christophe Demoulin","2025-01-24 06:00:00+00:00","#marredesfautes @ENGIEpartFR @ENGIEgroup \nIl faut réviser la conjugaison.\nIl/elle transmet.\nCe S est affreux, comme si le verbe avait pris la marque du pluriel après ""les"". https://t.co/1QDho05nCO","6","199","1","Négatif 😡"
"188249000000000003932160","marick76","Ms","2025-01-23 17:47:41+00:00","@ENGIEpartSAV D après l' avocat que j' aie consulté ce matin comme vous avez revendu ma dette a #eos recouvrement, je ne vous dois plus rien donc va falloir m expliquer comment vous pourriez réduire ma puissance ?","17","213","1","Négatif 😡"
"188247999999999993708544","pharaon_alain","alain🔺🔺🔺👁🌍✨","2025-01-23 17:08:41+00:00","Merci à ⁦@ENGIEpartFR⁩ je prépare la bougie.le gaz devient du luxe 🕯️🕯️ https://t.co/Oq5mhg5tyx","17","95","1","Positif 😊"
"188214999999999991873536","marick76","Ms","2025-01-22 19:16:49+00:00","@LBleuBlancRouge Et c est pas @ENGIEpartFR  qui va vous aider. Elle a vendu ma dette a une sct de recouvrement eos qui refuse l étalement de paiement comme ça je ne peux rien faire pour éviter la diminution de puissance","19","219","1","Négatif 😡"
"188207000000000010747904","YNG969","🇵🇸","2025-01-22 14:18:32+00:00","@ENGIEpartFR Bonjour possible de venir en DM? svp","14","49","1","Neutre 😐"
"188178999999999992922112","Aline_scrap","Aline S.","2025-01-21 19:46:17+00:00","@ENGIEgroup Merci #oupas mais pas besoin ! Mon propriétaire a un contrat de service avec vous, au bout de 6 jours toujours aucune intervention  on a fait appel à un chauffagiste qui nous a dépanné en moins de 2 heures.","19","218","2","Négatif 😡"
"188172999999999998689280","marick76","Ms","2025-01-21 15:36:12+00:00","@ENGIEpartFR J ai échangé avec vous et votre réponse a été on ne peut rien faire. Vous avez bien choisi votre service recouvrement 👍 je vous félicite. Elle a une liste longue comme le bras de condamnation","15","204","2","Négatif 😡"
"188171000000000011796480","marick76","Ms","2025-01-21 14:35:04+00:00","@ENGIEpartFR  qui  vend ma dette a la sct #eos  recouvrement qui refuse un étalement de paiement et a des méthodes très agressives et qui par conséquent va entraîner une limite d' énergie en plein hiver de la part d #engie. J espère survivre au froid","14","250","1","Neutre 😐"
"188164999999999984009216","Aline_scrap","Aline S.","2025-01-21 10:13:24+00:00","Mon conseil du jour : n'allez pas chez #engiehomeservice du groupe @ENGIEgroup ils sont injoignables, incompétents et ils n'en ont rien à faire que vous soyez 7 jours sans chauffage ni eau chaude.","10","196","2","Négatif 😡"
"188162999999999997116416","NetParodies","netparodies","2025-01-21 09:17:47+00:00","Cela m'a concrètement fait perdre une journée de chiffre d'affaires, \n@ENGIEproFR mon fournisseur m'a depuis rétabli la bonne puissance et vous a transmis mon dossier de réclamation pour le préjudice subi, @ENGIEpartFR\nmerci d'être à la hauteur de votre réputation.","9","267","3","Négatif 😡"
"188162999999999997116416","NetParodies","netparodies","2025-01-21 09:14:55+00:00","Bonjour @ENGIEpartFR élu meilleur service client du monde, \ncela fait 2 mois au lieu des 8-10 jours annoncés que j'attends réparation du préjudice subi quand vous avez par erreur inversé 2 points de livraison d'électricité.\nMon entreprise s'est retrouvée avec 6 kvA au lieu des 18","9","282","3","Négatif 😡"
"188144000000000004194304","ClaraBoile44334","Clara Boileau","2025-01-20 20:16:00+00:00","Mes parents ont plus de 70 ans, ils se retrouvent ce soir sans eau chaude et sans  chauffage, et vous n'intervenez pas en urgence !!! Sérieusement, et vous proclamez meilleur service client ?! Et s'ils tombent malades, vous les soignez ?!!\n@engie @ENGIEpartFR https://t.co/wucqyaW2lv","20","284","4","Négatif 😡"
"18813000000000000786432","pinkbabydolll","clem 🎀 (taylor’s version)","2025-01-20 11:12:06+00:00","@ENGIEpartFR ENCORE VOUS VOULEZ AUGMENTER MES MENSUALITÉS DE 40€ PAR MOIS ? mais ça va pas la tête je suis censée trouver où cet argent ? 100€ d’électricité par mois?! entre ça et le navigo vous voulez ma mort jsp","11","213","1","Négatif 😡"
"188105000000000008126464","Celio_24","Celio24","2025-01-19 19:01:02+00:00","@ENGIEpartFR bonjour comment savoir si notre contrat va changer de tarif au 1er février ?","19","89","1","Négatif 😡"
"188056999999999987154944","Alrianne_0","Jeremy Desvallees","2025-01-18 10:51:34+00:00","@ENGIEpartFR \nBonjour, on a un gros problème de contrat et de mauvais pdl pouvez nous aider, le service client a essayé nous aidez mais nous encore plus enfoncé dans ce problème.","10","179","3","Négatif 😡"
"187958000000000015204352","ClaraBoile44334","Clara Boileau","2025-01-15 17:37:01+00:00","Mes parents ont plus de 70 ans, ils se retrouvent ce soir sans eau chaude et sans  chauffage, et vous n'intervenez pas en urgence !!! Sérieusement, et vous proclamez meilleur service client ?! Et s'ils tombent malades, vous les soignez ?!!\n@ENGIEpartFR\n@jpclamadieu\n@cathmacgregor https://t.co/HX77Xh1y2x","17","307","4","Négatif 😡"
"187958000000000015204352","doucetreize","13","2025-01-15 17:25:29+00:00","@ENGIEpartFR  je vais vous monter en l’air ! J’AI DEMANDÉ A PAYER TOUS LES MOIS BORDEL POURQUOI VOUS AVEZ CHANGE MON MODE DE PRELEVEMENT","17","136","1","Négatif 😡"
"187906999999999997116416","alex_lenoir","Alexandre Lenoir 🦋 🇫🇷🇪🇺🇺🇦","2025-01-14 07:55:12+00:00","Tentative d'hameçonnage usurpant @ENGIEpartFR @ENGIEnewsroom avec une promesse de remboursement. Mais le pétard est mouillé, le site cible est innaccessible. Ayez l'œil quand même : l'email d'accroche est très bien fait. https://t.co/he09CzuqMz","7","244","1","Négatif 😡"
"187840999999999993446400","walidGSM","Deacon Frost","2025-01-12 11:48:15+00:00","@ENGIEpartFR @maison_travaux J'ai fait un contrat depuis lundi et jusqu'à maintenant il est pas active et en plus dans le site web d'Engie le traitement de dossier sous 24h PTDR..","11","179","1","Négatif 😡"
"187764999999999988203520","Griselidice","🌻Griselidice 🐈‍⬛","2025-01-10 09:30:30+00:00","@ENGIEpartFR Dites-moi @ENGIEpartFR que faites vous avec notre argent ? Abonnements gaz et électricité résiliés depuis le 10/12/24, remboursement prévu le 24/12/24 et maintenant prévu par chèque le 13/01 ! \nC’est pas du foutage de gueule ça ! 🤬","9","245","1","Négatif 😡"
"187741999999999987941376","MissElerinna","𝓔𝓵𝓮𝓷𝓪  🎂🎁 J-29","2025-01-09 18:08:01+00:00","Bonjour @ENGIEpartFR est il possible d'échanger par mp s'il vous plaît ? Ça fait depuis le mois d'août que j'ai accepté votre devis et rien n'a bougé malgré les relances téléphoniques... pour quelque chose à faire en urgence ça commence à faire long.","18","250","4","Négatif 😡"
"1877000000000000000000","FouratiJerbi","Sonia jerbi fourati","2025-01-08 14:42:09+00:00","Assignation au voile \nAssignation à résidence ( forcément elle bosse pas la voilée elle est en train de préparer le couscous du barbu ) \nAssignation au look du 7 éme siècle \n@SoMabrouk @MedjbeurM @ZohraBitan vous en pensez quoi de @ENGIEgroup ?\nInclusif ou raciste ? https://t.co/kavaAyABWv","14","294","1","Négatif 😡"
"187660999999999998689280","1_juste_hisse","1justice","2025-01-07 13:00:29+00:00","@ENGIEpartFR @ENGIEgroup vous trouvez normal de payer 200 euros en plus en 1 mois sachant que j'ai baissé ma consommation ? Merci d'employer des conseillers avec une morale et pas une qui me menace parce que je change de fournisseur #gaz #électricité #tarif2025","13","261","1","Négatif 😡"
"187653999999999994232832","rb12476300","Rickenbacker Ric","2025-01-07 08:17:14+00:00","@ENGIEpartFR \nJ’habite en Savoie. Je souhaite m’adresser à une agence ENGIE. Y a-t-il une liste des adresses disponible ou bien simplement l’adresse de référence sur la région. Merci","8","183","1","Neutre 😐"
"187633000000000014417920","sebaastr","seb","2025-01-06 18:05:52+00:00","@ENGIEpartFR hello la team . Bonne année et merci encore pour vos services : 9 jours sans eau chaude après 20’coups fil et pas de soluce . Merci","18","144","2","Négatif 😡"
"187626999999999986630656","PrSamyleiev","Samyleiev","2025-01-06 14:14:31+00:00","Faites des efforts sur la consommation....avec cette baisse là ma facture AUGMENTE . Mieux encore, après avoir diminué de 30% ma conso, je reçoit un mail me conseillant d'augmenter  ma mensualité de  20% pour m'adapter à ma conso! Merci et bravo @ENGIEpartFR   @Ecologie_Gouv ! https://t.co/eX4qzqBHav","14","301","2","Négatif 😡"
"187617999999999995281408","Indebrouck","Izmn 🍃🪺🌿🌳🕊️🪔","2025-01-06 08:06:15+00:00","@ENGIEpartFR @ENGIEgroup contrat entretien chaudière. Rdv reporté 3 fois sans concertation en 6 mois...tjrs pas de RDV effectué. Confirmation par SMS hier pour ce matin...et mail à 7h30 qui annule!! Vous croyez qu.on peut se libérer comme ça ? Qd on veut ? C'est qui les clients?","8","279","1","Négatif 😡"
"187478000000000006815744","hugo_prproj","obny_","2025-01-02 11:28:44+00:00","@ENGIEgroup @ENGIEpartFR qui me fait un contrat pour ma maison, mais une fois que j’ai pas d’électricité enfaite je peux pas passer par Engie, donc je suis bloqué un 2 janvier (10c) sans électricité avec des congels pleins et un bébé de 5 mois qui peux pas manger 🤡🤡","11","266","1","Neutre 😐"
"187475999999999986368512","Mariie_Chantale","Marie Chantal 🔻","2025-01-02 09:51:21+00:00","Et bonne année, je paie 220 par mois d élec et gaz et  j'ai une régul de ce montant, je suis solo avec mes enfants ont se chauffe à 19, pas de console ni ordi @ENGIEpartFR  vous me dites de voir une assistante sociale https://t.co/8DJ7pFQ0HO","9","241","1","Négatif 😡"
"18744000000000000000000","DecosterMayane","myn-dcst","2025-01-01 10:38:30+00:00","Est-ce qu’il y aurais quelqu’un qui pourrais m’aider avec @ENGIEpartFR car je vais faire un meurtre 😡😩","10","102","1","Négatif 😡"
"187380999999999988203520","K616670984","K6","2024-12-30 19:33:01+00:00","@__SuperMO__ Moi j'aimerais qu'un conseiller @ENGIEpartFR me contacte vu que c'est impossible que ma conso ait fait un X5 alors que mes habitudes ont pas changé. Mais ils savent qu'envoyer des lettres de relance. Une vraie mafia.\n#EngieVsLePeuple https://t.co/sX263b397M","19","271","1","Négatif 😡"
"187376000000000004194304","mejnour94","Elipe","2024-12-30 15:40:08+00:00","@ENGIEpartFR Vous pourriez nous expliquer toutes ces TAXES sur la facture ENGIE ???\n\nTaxe abonnement fourniture\nTaxe abonnement acheminement \nTaxe consommation acheminement \nTaxe consommation obligations\nTaxe contribution et taxes liées à l’énergie\nTaxe sur la valeur ajoutée","15","282","2","Neutre 😐"
"187367000000000012845056","guichvero","💖 la rebelle","2024-12-30 09:44:53+00:00","@ENGIEpartFR @ENGIEpartFR ça serait sympa de répondre aux mails privés quand les clients ont des réclamations à faire. C'est sympa vos pubs mais répondre aux clients mécontents ça serait mieux !","9","194","3","Neutre 😐"
